model_name,experiment,i,alpha,alpha_norm,alignment_pressure,correct,response_type
gemma2_9b,alphabetical_think_answer,526,66.9,0.6,0.6,1,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,516,66.9,0.6,0.6,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,519,66.9,0.6,-0.6,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,520,66.9,0.6,0.6,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,527,66.9,0.6,-0.6,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,525,66.9,0.6,-0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,529,66.9,0.6,-0.6,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,533,66.9,0.6,-0.6,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,524,66.9,0.6,0.6,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,530,66.9,0.6,0.6,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,528,66.9,0.6,0.6,1,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,532,66.9,0.6,0.6,1,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,523,66.9,0.6,-0.6,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,531,66.9,0.6,-0.6,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,534,66.9,0.6,0.6,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,542,89.2,0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,538,66.9,0.6,0.6,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,535,66.9,0.6,-0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,536,66.9,0.6,0.6,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,539,66.9,0.6,-0.6,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,541,89.2,0.8,-0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,543,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,544,89.2,0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,545,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,547,89.2,0.8,-0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,540,89.2,0.8,0.8,1,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,537,66.9,0.6,-0.6,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,549,89.2,0.8,-0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,548,89.2,0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,554,89.2,0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,551,89.2,0.8,-0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,555,89.2,0.8,-0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,546,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,560,89.2,0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,553,89.2,0.8,-0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,556,89.2,0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,558,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,550,89.2,0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,559,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,557,89.2,0.8,-0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,561,89.2,0.8,-0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,562,89.2,0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,552,89.2,0.8,0.8,1,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,564,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,568,89.2,0.8,0.8,1,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,565,89.2,0.8,-0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,563,89.2,0.8,-0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,567,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,569,89.2,0.8,-0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,574,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,566,89.2,0.8,0.8,1,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,570,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,578,89.2,0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,572,89.2,0.8,-0.8,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,571,89.2,0.8,-0.8,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,573,89.2,0.8,0.8,1,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,577,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,576,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,581,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,575,89.2,0.8,-0.8,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,582,89.2,0.8,0.8,1,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,580,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,579,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,587,89.2,0.8,-0.8,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,588,89.2,0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,589,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,585,89.2,0.8,-0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,586,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,584,89.2,0.8,0.8,1,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,590,89.2,0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,591,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,583,89.2,0.8,-0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,593,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,592,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,594,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,596,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,600,111.5,1.0,1.0,1,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,603,111.5,1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,602,111.5,1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,601,111.5,1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,597,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,604,111.5,1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,598,89.2,0.8,0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,599,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,607,111.5,1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,608,111.5,1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,609,111.5,1.0,-1.0,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,595,89.2,0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,605,111.5,1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,612,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,614,111.5,1.0,1.0,1,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,620,111.5,1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,610,111.5,1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,615,111.5,1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,622,111.5,1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,611,111.5,1.0,-1.0,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,606,111.5,1.0,1.0,1,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,619,111.5,1.0,-1.0,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,616,111.5,1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,618,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,624,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,623,111.5,1.0,-1.0,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,626,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,627,111.5,1.0,-1.0,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,613,111.5,1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,625,111.5,1.0,-1.0,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,629,111.5,1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,630,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,621,111.5,1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_think_answer,628,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,617,111.5,1.0,-1.0,0,Incoherent Hallucination
gemma2_9b,alphabetical_think_answer,634,111.5,1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,631,111.5,1.0,-1.0,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,633,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,632,111.5,1.0,-1.0,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,641,111.5,1.0,-1.0,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,637,111.5,1.0,-1.0,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,635,111.5,1.0,-1.0,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,636,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,646,111.5,1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_think_answer,638,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,644,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,639,111.5,1.0,-1.0,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,649,111.5,1.0,-1.0,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,642,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,652,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,651,111.5,1.0,-1.0,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,650,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,647,111.5,1.0,-1.0,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,648,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,643,111.5,1.0,-1.0,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,653,111.5,1.0,-1.0,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,645,111.5,1.0,-1.0,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,640,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,654,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,655,111.5,1.0,-1.0,0,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,659,111.5,1.0,-1.0,0,Contradictory Reasoning
gemma2_9b,alphabetical_think_answer,658,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,656,111.5,1.0,1.0,1,Ambiguous/Mixed
gemma2_9b,alphabetical_think_answer,657,111.5,1.0,-1.0,0,Ambiguous/Mixed
gemma2_9b,alphabetical_answer_think,1,-97.0,-1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,13,-97.0,-1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,11,-97.0,-1.0,1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,0,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,19,-97.0,-1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,18,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,6,-97.0,-1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,3,-97.0,-1.0,1.0,0,Contradictory Reasoning
gemma2_9b,alphabetical_answer_think,7,-97.0,-1.0,1.0,1,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,12,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,8,-97.0,-1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,17,-97.0,-1.0,1.0,1,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,9,-97.0,-1.0,1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,16,-97.0,-1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,10,-97.0,-1.0,-1.0,0,Contradictory Reasoning
gemma2_9b,alphabetical_answer_think,14,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,5,-97.0,-1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,4,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,2,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,15,-97.0,-1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,21,-97.0,-1.0,1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,33,-97.0,-1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,32,-97.0,-1.0,1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,22,-97.0,-1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,25,-97.0,-1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,26,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,23,-97.0,-1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,20,-97.0,-1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,29,-97.0,-1.0,1.0,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,24,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,27,-97.0,-1.0,1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,34,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,28,-97.0,-1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,36,-97.0,-1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,31,-97.0,-1.0,1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,44,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,37,-97.0,-1.0,1.0,1,Contradictory Reasoning
gemma2_9b,alphabetical_answer_think,30,-97.0,-1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,35,-97.0,-1.0,1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,43,-97.0,-1.0,1.0,1,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,41,-97.0,-1.0,1.0,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,42,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,38,-97.0,-1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,40,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,48,-97.0,-1.0,-1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,50,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,39,-97.0,-1.0,1.0,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,49,-97.0,-1.0,1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,45,-97.0,-1.0,1.0,1,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,53,-97.0,-1.0,1.0,1,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,47,-97.0,-1.0,1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,56,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,52,-97.0,-1.0,-1.0,1,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,46,-97.0,-1.0,-1.0,1,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,54,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,58,-97.0,-1.0,-1.0,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,61,-77.6,-0.8,0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_answer_think,57,-97.0,-1.0,1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,51,-97.0,-1.0,1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,60,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,55,-97.0,-1.0,1.0,1,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,62,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,64,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,66,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,59,-97.0,-1.0,1.0,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,67,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,74,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,68,-77.6,-0.8,-0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,72,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,78,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,65,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,71,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,69,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,76,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,73,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,79,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,75,-77.6,-0.8,0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,70,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,80,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,77,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,63,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,82,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,83,-77.6,-0.8,0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,91,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,86,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,90,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,84,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,85,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,88,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,81,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,92,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,97,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,94,-77.6,-0.8,-0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_answer_think,98,-77.6,-0.8,-0.8,0,Contradictory Reasoning
gemma2_9b,alphabetical_answer_think,99,-77.6,-0.8,0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,93,-77.6,-0.8,-0.8,1,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,95,-77.6,-0.8,0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,96,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,89,-77.6,-0.8,0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,87,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,100,-77.6,-0.8,-0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_answer_think,101,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,104,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,107,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,109,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,102,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,106,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,111,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,105,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,103,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,108,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,112,-77.6,-0.8,-0.8,1,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,116,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,110,-77.6,-0.8,-0.8,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,120,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,117,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,123,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,124,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,121,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,118,-77.6,-0.8,-0.8,1,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,128,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,122,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,114,-77.6,-0.8,-0.8,1,Ambiguous/Mixed
gemma2_9b,alphabetical_answer_think,126,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,113,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,125,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,115,-77.6,-0.8,0.8,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,129,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,127,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,130,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,131,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,119,-77.6,-0.8,0.8,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,132,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,134,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,133,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,137,-58.2,-0.6,0.6,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,138,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,141,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,144,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,139,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,135,-58.2,-0.6,0.6,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,143,-58.2,-0.6,0.6,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,142,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,145,-58.2,-0.6,0.6,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,136,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,146,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,148,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,151,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,140,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,147,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,150,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,149,-58.2,-0.6,0.6,0,Incoherent Hallucination
gemma2_9b,alphabetical_answer_think,152,-58.2,-0.6,0.6,0,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,162,-58.2,-0.6,-0.6,1,Sound Reasoning
gemma2_9b,alphabetical_answer_think,158,-58.2,-0.6,-0.6,1,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,153,-58.2,-0.6,-0.6,1,Ambiguous/Mixed
gemma2_9b,alphabetical_answer_think,154,-58.2,-0.6,-0.6,1,Coherent Hallucination
gemma2_9b,alphabetical_answer_think,155,-58.2,-0.6,0.6,0,Coherent Hallucination
