model,experiment,layer,alpha,alignment_pressure,QID,answer,true_answer,correct,response_type
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,13,The statement 'orange' comes before 'notebook' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,25,The statement 'xray' comes before 'yarn' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,23,The statement 'yarn' comes before 'xray' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,22,The statement 'jam' comes before 'egg' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,30,The statement 'lamp' comes before 'grape' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,28,The statement 'game' comes before 'gold' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,24,The statement 'egg' comes before 'jam' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,36,The statement 'grape' comes before 'lamp' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,37,The statement 'dark' comes before 'door' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,20,The statement 'frog' comes before 'book' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,34,The statement 'hard' comes before 'head' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,29,The statement 'door' comes before 'dark' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,21,The statement 'water' comes before 'violin' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,33,The statement 'head' comes before 'hard' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,27,The statement 'gold' comes before 'game' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,44,The statement 'park' comes before 'play' in alphabetical order is right.,right,1,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,32,The statement 'name' comes before 'none' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,42,The statement 'life' comes before 'look' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,47,The statement 'play' comes before 'park' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,35,The statement 'near' comes before 'note' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,43,The statement 'unit' comes before 'user' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,38,The statement 'none' comes before 'name' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,41,The statement 'look' comes before 'life' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,45,The statement 'yard' comes before 'year' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,50,The statement 'cold' comes before 'call' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,40,The statement 'note' comes before 'near' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,39,The statement 'team' comes before 'talk' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,57,The statement 'user' comes before 'unit' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,51,The statement 'talk' comes before 'team' in alphabetical order is right.,right,1,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,54,The statement 'angle' comes before 'apple' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,53,The statement 'year' comes before 'yard' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,49,The statement 'game' comes before 'give' in alphabetical order is right.,right,1,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,46,The statement 'face' comes before 'feel' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,55,The statement 'call' comes before 'cold' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,52,The statement 'feel' comes before 'face' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,59,The statement 'jump' comes before 'join' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,19,The statement 'apple' comes before 'banana' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,48,The statement 'give' comes before 'game' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,58,The statement 'apple' comes before 'angle' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,56,The statement 'join' comes before 'jump' in alphabetical order is right.,right,1,Ambiguous/Mixed
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,1,The statement 'dog' comes before 'cat' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,6,The statement 'cat' comes before 'dog' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,17,The statement 'fish' comes before 'goat' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,9,The statement 'banana' comes before 'apple' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,7,The statement 'goat' comes before 'fish' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,12,The statement 'house' comes before 'ice' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,18,The statement 'lion' comes before 'monkey' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,0,The statement 'queen' comes before 'pencil' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,10,The statement 'pencil' comes before 'queen' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,11,The statement 'jungle' comes before 'kite' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,5,The statement 'monkey' comes before 'lion' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,2,The statement 'rabbit' comes before 'sun' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,4,The statement 'kite' comes before 'jungle' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,8,The statement 'notebook' comes before 'orange' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,15,The statement 'sun' comes before 'rabbit' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,31,The statement 'violin' comes before 'water' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,3,The statement 'tree' comes before 'umbrella' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,14,The statement 'ice' comes before 'house' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,13,The statement 'orange' comes before 'notebook' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,21,The statement 'water' comes before 'violin' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,36,The statement 'grape' comes before 'lamp' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,26,The statement 'book' comes before 'frog' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,16,The statement 'umbrella' comes before 'tree' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,23,The statement 'yarn' comes before 'xray' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,28,The statement 'game' comes before 'gold' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,30,The statement 'lamp' comes before 'grape' in alphabetical order is right.,wrong,0,Ambiguous/Mixed
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,33,The statement 'head' comes before 'hard' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,37,The statement 'dark' comes before 'door' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,24,The statement 'egg' comes before 'jam' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,20,The statement 'frog' comes before 'book' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,25,The statement 'xray' comes before 'yarn' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,22,The statement 'jam' comes before 'egg' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,27,The statement 'gold' comes before 'game' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,35,The statement 'near' comes before 'note' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,34,The statement 'hard' comes before 'head' in alphabetical order is right.,right,1,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,40,The statement 'note' comes before 'near' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,32,The statement 'name' comes before 'none' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,47,The statement 'play' comes before 'park' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,38,The statement 'none' comes before 'name' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,29,The statement 'door' comes before 'dark' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,42,The statement 'life' comes before 'look' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,44,The statement 'park' comes before 'play' in alphabetical order is right.,right,1,Ambiguous/Mixed
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,53,The statement 'year' comes before 'yard' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,51,The statement 'talk' comes before 'team' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,41,The statement 'look' comes before 'life' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,55,The statement 'call' comes before 'cold' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,43,The statement 'unit' comes before 'user' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,39,The statement 'team' comes before 'talk' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,45,The statement 'yard' comes before 'year' in alphabetical order is right.,right,1,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,50,The statement 'cold' comes before 'call' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,56,The statement 'join' comes before 'jump' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,57,The statement 'user' comes before 'unit' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,46,The statement 'face' comes before 'feel' in alphabetical order is right.,right,1,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,54,The statement 'angle' comes before 'apple' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,1.0,49,The statement 'game' comes before 'give' in alphabetical order is right.,right,1,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,48,The statement 'give' comes before 'game' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,52,The statement 'feel' comes before 'face' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,59,The statement 'jump' comes before 'join' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,58.0,-1.0,58,The statement 'apple' comes before 'angle' in alphabetical order is right.,wrong,0,Incoherent Hallucination
